Datetime,Content,Username,DisplayName,Location,Lang,Content_en,polarity,subjectivity
2023-05-08 23:19:37+00:00,"salud  faltan medicos especialistas  y medicamentos  hasta 3 meses tardan para que les otorguen cita en el imss
httpstcoqogjwu0ee7 httpstco17uca6wzdl",fabiannavm,faby vazquez,"zamora, michoacan de ocampo",es,Health Missing specialists and medications until months take to give them an appointment at the IMSS,-0.2,0.05
2023-06-16 00:03:57+00:00,ricardobsalinas tuimss para que,elberga92973638,troy leo concausa,unknow,es,ricardobsalinas timsss so that,0.0,0.0
2023-05-10 07:46:08+00:00,alfredoalvarezz rosamar24355152 ricardomonreala zoerobledo tuimss la hija que a los 20 anos ya era duena de gasolinerias estos hijos de la 4t tan progreso,mgga111,maria ,unknow,es,Alfredoalvarezz Ricardomonreala Zoerobledo Tuimss The daughter who was already good of gas stations of these children of the much progress,0.44999999999999996,0.4
2023-04-13 12:33:35+00:00,control la politica publica de salud mental en popayan no funciona secretaria de salud se gasta 364 millones de pesos en charlas y conferencias los suicidios la drogadictos y el alcoholismo va en aumento concejales solicitan cambios httpstcofdnwwbcjdr,alexandercasas2,alexander casas,unknow,es,Control The public health policy in papaya does not work Secretary of Health Millions of pesos are spent on talks and conferences the suicides The drug addicts and alcoholism is increasing councilors request changes httpstcofdnwwbcjdr,-0.05,0.08333333333333334
2023-05-14 21:19:50+00:00,tuimss zoerobledo buenas tardesya recibi atencion por medio de asistencia social solo espero que la atencion no se vuelva burocraticocomo en la clinica 171 que para atender a un paciente hay que programar la enfermedad y esperar el sueno de los justos o mas bien hasta que el paciente fallezca,patty022780,patricia perez,unknow,es,Tuimsss Zoerobledo Good afternoon I received attention through social assistance I just hope that care does not become bureaucraticocomo in the clinics that to attend to a patient must be programmed the disease and wait for the dream of the righteous or rather until the patient dies,0.36666666666666664,0.33333333333333337
2023-05-25 04:44:58+00:00,tatianavs95 jjdiazmachuca lopezobrador tuimss no es cierto eso ya no pasa en mexico desde que amlo esta en el poder automagicamente todos los servidores publicos se volvieron honestos e incorruptibles,flyvan,ivan moreno,"texcoco, mexico",es,JJDIAZMACUCA LOPEZOBRADOR TUIMSS It is not true that no longer happens in Mexico Since bad is in power automatically all public servants became honest and incorruptible,0.04500000000000004,0.6166666666666666
2023-06-22 18:53:20+00:00,"luis22373580 panaclo lopezobrador beatrizgmuller hlgatell zoerobledo tuimss lo malo es que los  chairos si salen a votar cuando se les requiere

la huevoneria el valemadrismo de la oposicion esta permitiendo esto",rickimsa,richks antiamlo,unknow,es,PALACIO LOPEZOBRADOR BEATRIZGMULLER HLGATELL ZOEROBLED,0.0,0.0
2023-04-16 00:32:00+00:00,cuestionp miyertorresa ojo a lo que haga ahora con los mas de 800 mil millones de pesos por presupuesto de la secretaria de salud si con mas de 10000 repartieron como barajar cartas que haran ahora manejando un presupuesto 80 veces mas grande donde esta la contraloriaprocuraduria,javier_torver,javier i torres vergara,"cartagena, colombia",es,MIYERTORRESA EYE QUESTION TO WHAT DO YOU DO Now with the more than one billion pesos for the budget of the Secretary of Health if they distributed how to shuffle letters that they will now handle a budget sometimes larger where the Comptroller is,0.25,0.5
2023-05-25 18:18:57+00:00,"tuimss tatianavs95 privado
mejor publico corruptos ineficientes y asquerosos
zoerobledo",carlos01819977,carlos,unknow,es,Private Tuimss Better Inephic Corrupt and Disgusty Zoerobledo Public,0.0,0.48541666666666666
2023-06-21 02:26:28+00:00,cuando trabajas en las bodegas del imss vallejo se nota miltondeje5u5 httpstcossta3s4jmb,dontravs_,el mismo don de siempre,unknow,es,"When you work at the IMSS Valle wineries, it shows",0.0,0.0
2023-06-01 12:58:14+00:00,saulmtz81 imarianaarias tuimss bien ahora a esperar a banamex,rubihdez5000,rubi hernandez,unknow,es,IMARIANARIAS TUIMSS Well now to wait for banals,0.0,0.0
2023-06-04 16:54:59+00:00,ultimahora  fallece la artista tabasquena dora maria perez vidal conocida como la chaparrita de oro su funeral se llevara a cabo en el velatorio del instituto mexicano del seguro social imss en la colonia sabina httpstcofsfezezsqh,soldelsureste,sol del sureste,unknow,es,Ultimahora dies the tobaquera artist Dora Maria Jerez Life known as La Chaparrito de Oro her funeral will take place in the wake of the Mexican Institute of Social Security IMSS in the Sabia httpstcofsfezezsqh,0.016666666666666666,0.03333333333333333
2023-02-09 00:12:54+00:00,tuxtla gutierrez chiapas 08 de febrero de 2023 la secretaria de salud de chiapas da a conocer el registro de 15 contagios de c httpstcof1wtplcj7c,encontactochis,chiapas en contacto,unknow,es,Tutela Gutierrez Sparks of February of the Secretary of Health of Sparks announced the registration of contagios of C,0.0,0.0
2023-03-01 18:02:18+00:00,"la gobernacion del atlantico a traves de la secretaria de salud adelanta una estrategia para que los atlanticenses aprendan a identificar los sintomas de las enfermedades transmitidas por el mosquito aedes aegypti

httpstcoghknpbotej",lalibertadco,diario la libertad,barranquilla - colombia,es,The Atlantic governorate through the Secretary of Health advances a strategy for Atlanticans to learn to identify the symptoms of the diseases transmitted by the aegypti Networks mosquito httpstcoghknpbotej,0.0,0.0
2023-04-27 13:54:45+00:00,patyarmendariz tuimss llevan un sexenio de pretextos,dahhmina,david hernandez,"minatitlan, veracruz",es,Patyarmendariz Timsss carry a selenium of pretexts,0.0,0.0
2023-06-08 16:03:53+00:00,abre hospital imss bienestar en la sierra baja de hidalgo httpstcolxhk5miaer via httpstwittercom,causanews,causanews causayefecto,unknow,es,Open IMSS Welfare Hospital in the Sierra Bajalgo via httpstwittercom,0.0,0.5
2023-05-27 15:30:08+00:00,"craviotocesar delfinagomeza de que sirve ese trato si cuando vas al imss no hay equipo no hay medicos no hay medicinas y es el mismo destino que le espera a este joven con discapacidad   
delfinanoseragobernadora",irvingalain_,alain ,cdmx,es,Craviotecer Delfinagomeza that this treatment serves if when you go to IMSS there is no equipment there are no doctors There are no medicines and it is the same destination that awaits this young man with Dolphinan governor disabilities,0.05,0.2625
2023-01-10 21:10:59+00:00,"el biologico de origen cubano esta disponible en 31 unidades medicas del imss issste y centros de la secretaria de salud en ciudad juarez
pacientex vacunas nortedigital hacemosperiodismo
httpstcor5vcfync3j",nortedigital,norte digital,ciudad juarez,es,The Biological of Cuban origin is available in IMSS ISSSTE medical units and centers of the Secretary of Health in City Patient North -Digital Vaccines We do Periodism,0.13333333333333333,0.13333333333333333
2023-05-25 21:50:43+00:00,muy mal tuimss,patyymercado,patricia mercado,unknow,es,Very bad tuness,-0.9099999999999998,0.8666666666666667
2023-06-20 03:09:48+00:00,"es un simbolo de salud y bienestar al rato otra corcholata prometera ponerlo en el gabinete como director del imss bienestar
conloslopezno",marioal08078605,mario alvarez,unknow,es,It is a symbol of health and welfare after a while another corcholat,0.0,0.0
2023-06-06 17:25:59+00:00," enterate
el imss informo que el estado de tabasco al igual que quintanaroo y bajacaliforniasur se ubicaron como las 3 entidades del pais con los mayores aumentos anuales en creacion de empleos formales superando el 80 httpstco8epx6au2re",alminuto4t,al minuto 4t,unknow,es,You founded the IMSS informed that the state of Tabasco as well as Quintanaroo and BajaCaliforniasur were located as the entities of the country with the highest annual increases in creation of formal jobs overcoming the,0.0,0.0
2023-05-25 04:55:20+00:00,"pareciera que todos los trabajadores de imss recibieron un curso intensivo de como dar un buen trato a todos los pacientes
tuimss imssdigital 
la atencion es pesima por no mencionar que los doctores juegan con el tiempo de los pacientes y no llegan a dar su consulta",carlom_94,carlos,"puebla, mexico",es,It seems that all IMSS workers received an intensive course on how to give a good treatment to all IMSSDigital Tuimss patients care is pesticary for not mentioning that doctors play with the time of patients and do not get their consultation,0.7,0.6000000000000001
2023-06-14 15:34:36+00:00,zoerobledo tuimss me puede ayudar por favor a que los ineptos del juridico de morelia michoacan me den respuesta a la peticion que hice por escrito para irme con dignidad de este mundo  les pedi la ley de la voluntad anticipada no se hagan tontos solo yo se como me siento ,teresaechevar16,teresa echevarria,unknow,es,Zoerobledo Tuimss can help me please that the inept of Morena Machacan's legal I feel,0.2,0.2
2023-05-13 21:08:10+00:00,gobiernomx tuimss la gente se ve pobre,j81935163,j,unknow,es,Tuimss Government people look poor,-0.4,0.6
2023-06-10 20:41:21+00:00,ladimitrova ahi les va la primera cojidota pvto el que llore al pie del imss,alexorozco8a,alexorozco,planeta tierra,es,Ladimitrova there goes the first fucking fucking the one to cry at the foot of the IMSS,-0.175,0.5666666666666667
2023-05-01 07:14:42+00:00,"marquesita100 mzavalagc el nombre del insabi no daba el ancho para la estructura necesaria e integral del sistema de salud el imss  bienestar abarca a lo que se llamo insabi y mucho mas 

no importa el nombre importa la magnitud del cambio ya operando en algunos estados",normapa90303364,norma patricia.,benito juarez,es,"MZAVALAGC The name of the insane did not give the width for the necessary and comprehensive structure of the health system, the IMSS welfare covers what was called insane and much more does not matter the name matters the magnitude of the change already operating in some states",-0.375,0.875
2023-06-23 03:23:22+00:00,imss da contrato millonario a promotora del padre del asesor de anlo vinculado a estructuras de paraisos fiscales httpstcoi40v9rhvgx a traves de ricardoalemanmx,erveza,eurrnesto,"sonora, mexico.",es,IMSS gives a millionaire contract to promoter of the father of the advisor of Ando linked to fiscal paradise structures through Ricardoalemanmx,0.0,0.0
2023-06-25 19:18:36+00:00,lumendoz issstemx drpedrozenteno hay lourdes te falta viajar por si no has ido a dinamarca asi son los hospitales no son goteras es suero listo para desinfectar los quirofanos y prevenir infecciones en los pacientes te falta barrio inche 4t,enriquevsan,enrique valencia,"tijuana, baja california",es,Lumendoz ISSSTEMX Droppedrozentan There are Lourdes You need to travel in case you have not gone to Denmark so are the hospitals are not drippers.,0.0,0.0
2023-06-12 22:38:10+00:00,"giordan1321 matador000 quinterocalle 
diamaov 
alcalde alguien aqui necesita una mano tal vez a traves de la secretaria de salud le puedan brindar ayuda 
me atrevo a hacerlo porque se la angustia por la que esta familia debe estar pasando ",lilicatadiaz,liliana c.,colombia,es,QuinteroCalle Diamaov Mayor someone here needs a hand perhaps through the Secretary of Health they can give him help I dare to do it because he is anguish by which this family must be happening,0.0,0.0
2023-06-06 15:34:03+00:00,"situacion epidemiologica del 2805 al 0306

casos confirmados 1
casos positivos activos 3
casos positivos totales 28672
casos recuperados totales 28166
fallecidos totales 503

reporte generado por la secretaria de salud fuente de datos sisa httpstcoopmgcfk675",gobiernodejunin,gobierno de junin,"junin, argentina",es,SITUATION EPIDEMIOLOGY OF THE CONFIRMED CASES Positive cases active Total cases Total recovered cases Total Total Report generated by the Secretary of Health Source of Data Siga,0.07056277056277058,0.7350649350649351
2023-05-11 20:02:41+00:00,guacamayanleaks imssbienestar ricardomonreala zoerobledo tuimss anda empinadose de ultima hora para que tartufo no le saque los trapos mojados de corrupcion como cambian las personas  o los politicos,guicho_big,luis federico,unknow,es,macamayanleaks imsbienestar ricardomonreala zoerobledo timss is steep of the last hour so that Arturo does not take out the wet rags of corruption as people or politicians change,-0.05,0.23333333333333334
2023-06-15 23:45:18+00:00,joselapiz85 smaciasr lopezobrador hlgatell tuimss es fuerte efectivamente la fotografia pero lamentablemente es una grave situacion en la que puede ser cualquiera de nosotros o un familiar este mal gobierno de cuarta le vale madre,lauelenab,laura elena b,unknow,es,TATING LOPEZOBRADOR HLGATELL TUIMSS is effectively strong photography but unfortunately it is a serious situation in which any of us or a relative this bad government is worth a mother.,-0.05999999999999998,0.4333333333333333
2023-05-03 13:29:57+00:00,parece que no entienden salida de emergencia del imssbienestar puebla dinamarca cerrada con cadena y las llaves quien sabe donde o quien las tiene  httpstconfc0lpafle,arlequin2024,@arlequin2024,unknow,es,It seems that they do not understand emergency departure from the IMSSbienestar Puebla Denmark closed with chain and the keys who knows where or who has them,-0.1,0.1
2023-06-03 11:50:15+00:00,"abrahamendieta deja de expresar mmadas si hay crecimiento en el empleo se debe a la clase media que se esfuerza dia a dia le demuestran al inquilino de palacio que nunca podra chingarlos
o no haciendamexico satmx gobiernomx tuimss 
lopezobrador deberia pedir perdon y no voto ",angeles1226,roberto chavoruco aspiracionista.,"nezahualcoyotl, mexico",es,Abrahamendieta stops expressing blowjobs if there is growth in employment is due to the middle class that strives day by day they demonstrate the palace tenant that he can never fuck or do not do mexico sam Government Tuimss Lopezobrador should ask for forgiveness and not vote,0.025000000000000005,0.325
2023-06-09 22:51:18+00:00,"nictalope71 carloslopezjone tuimss epn lopezobrador a ver torpe  te reto a que veas el pib desde 2018 hasta el ultimo trimestre reportado checa el dato de inegi o si quieres el publicado en el world economic outlook del fmi
a ver si despues de ver esos datos tienes los arrestos de sostener que la economia de mexico esta bien",josepcobos,josep cobos,unknow,es,CarlosLippezjone Tumess in Lopezobrador to see clumsy challenge to see your foot from to the last quarter reported Czech the deny data or if you want the one published in the World Economia Outlook of Mi to see if after seeing that data you have the arrests of sustaining that Mexico's economy is fine,0.038888888888888896,0.32222222222222224
2023-05-11 19:23:11+00:00,carnales buenas tardes ocupo con urgencia dos donadores cualquier tipo de sangre para manana 0630 am en la clinica 3 del imss operan a mi papa alguien esta en condiciones de donar,tavoags,michi panero,"aguascalientes, mexico",es,Good afternoon carnals urgently occupy two donors any type of blood for tomorrow am in the IMSS clinic operate my dad someone is in a position to donate,0.7,0.6000000000000001
2023-04-29 02:12:06+00:00,miguellofarias tuimss solo un pendej0 le cree a loret,avimelec,hector horacio,unknow,es,MIGUELLOFARIAS TIMSS ONLY ONE BELIEVE LORES,0.0,1.0
2023-06-12 21:36:05+00:00,delfinagomeza zoerobledo tuimss y sigue platicando con mascotas,antonio_vmm,antonio,unknow,es,DELFINAGOMEZA ZOEROBLEDO TUIMSS and keep talking with pets,0.0,0.0
2023-06-24 15:32:03+00:00,"lean como mexico perdio la salud con lopez obrador 

destruyo todo lo que servia un desabasto cronico de medicinas

la gente no acude al imss o al issste prefieren la medicina privada

articulo de stratcons httpstco4cpfybwisu",alexitesm,alejandro 2024,mexico,es,Lean as Mexico lost health with Lopez Obrador destroyed everything that served a chronic contempt of medicines people do not go to the IMSS or the ISSSTE prefer private medicine article of Stations,0.0,0.375
2023-05-17 01:42:21+00:00,milenio zoerobledo cuando no habia de ser el imss,yodigoyopregun2,alejandro m. orihuela,"toluca, estado de mexico.",es,Millennium Zoerobledo when I was not to be the IMSS,0.0,0.0
2023-05-03 22:20:59+00:00,"zoerobledo tuimss y ya les hizo caso a los medicos que les prometieron trabajo 
pongase a trabajar y atienda a los medicos que esperan por un trabajo 
y asi quiere tener un sector de salud como dinamarca 
estan ustedes mal sea realista y no viva de mentiras de un pinocho 
despierte y trabaje",eduhoffner,eduardo hoffner,unknow,es,Zoerobledo Timss and already listened to the doctors who promised them work put to work and serve the doctors who wait for a job and so you want to have a health sector like Denmark are you badly be realistic and do not live on lies of a pinocho Wake up and work,0.04924242424242424,0.41666666666666663
2023-04-27 00:06:50+00:00,"ricardobsalinas alvarezmaynez asi es chairos
partidomorenamx los engano una vez mas haciendoles creer que votarian algo en favor de los trabajadores pero lo unico que votaron fue para destruir al pais y tapar sus marranadas por cierto tambien agradezcan que le den en la madre a su atencion en el tuimss",manolo_fm,jmbn,mexico,es,Ricardobsalinas Alvarezmaynez This is children partidomorenamx the Engan Tuimss,0.0,0.0
2023-05-05 05:45:01+00:00,en el imss los regalan jajajaja,rodoplaying,rodoplay,mexico df,es,In the IMSS they give them hahahaha,0.2,0.5
2023-01-10 19:34:58+00:00,mebrard la secretaria de salud esta preocupada por que se presento una alerta nacionalel motivo es que no tiene biologico para aplicar a los rabiosos por la cumbre entre mexico estados unidos y canada y como todos estos rabiosos estan molestos porque tambien se les acabo la vitacilina,josgarc55792371,jose garcia,unknow,es,"Gerard The Secretary of Health is worried that a national alert was presented, it is that it has no biological to apply the rabios for the summit between Mexico United States and Canada and since all these rabid are upset because the vitacillin also ended",0.0,0.0
2023-05-17 18:05:45+00:00,mdvictorjimenez oye mdvictorjimenez  creo que estas mal segun entiendo los 26890 pesos es el salario actual de un especialista y en el imss bienestar los van a agrupar a todos en la misma categoria ganando todos 11629 o sea es aun peor que como lo planteas,itamarcasale,itamar casale,"torreon, coahuila, mexico",es,MDVICTORJIMANEZ OYE MDVICTORJIMENEZ I think you are wrong according,-0.5,0.9
2023-06-09 23:59:23+00:00,martinjose luisghernan unammx sevillacritico pues lopez esta integrando en el modelo del imss bienestar a chamanes curanderos y parteras asi que no faltara mucho para que la sep tenga en su catalogo un posgrado asi,fabbiomalefatti,fabbuloso,mexico,es,Marijose Luisghernan Unamos Sevillacritico because Lopez is integrating in the model of the IMSS well -being to shamans heals and midwives so there would not be much missing so that the SEP has in its catalog a postgraduate way like this,-0.2,0.05
2023-03-12 19:41:00+00:00,segun estudios realizados por los servicios de atencion psiquiatrica sap de la secretaria de salud en mexico mas de tres millones y medio de personas adultas padecen depresion pero lo mas alarmante es que ya no solo es por motivos emocionales que este problemaesteavanzando,garza_vanezza,vanezza salinas garza,unknow,es,"According to studies conducted by the psychiatric care services of the Secretary of Health in Mexico, more than three and a half million adults suffer from depression but the most alarming thing is that it is no longer only for emotional reasons that this problem is by saying",0.12222222222222223,0.5694444444444444
2023-04-28 00:45:31+00:00,rubenrbn2021 tuimss y en cual clinica se atendio que responda a la pregunta ,camotendiablado,oscar davidson,un lugar de la mancha..urbana,es,Timsss and in which clinic it was attended to answer the question,0.0,0.0
2023-06-19 03:43:42+00:00,pusssyexclusive cuando vas al imss por un dolor de cabeza y te transplantar el brazo de un camionero,arroba016,master sama,unknow,es,Pussyexclive when you go to IMSS for a headache and transplant your truck driver,0.0,0.0
2023-06-14 23:47:06+00:00,"zoerobledo tuimss sr zoerobledo 
porque me niega la cita con el neurologo
yo tengo todo el derecho a la atencion medica
los infartos cerebrales es muy peligroso y mas sin la atencion
aqui estan las notas medicas
ya son varios anos sin atencion
scjn 
sfpmx 
cndh 
latinusus 
milenio httpstcovgzg3s9ghn",memorizo670322,memorizo,unknow,es,Zoerobledo tuimsss sr zoerobledo because it denies the appointment with the neurologist I have all the right to medical care. Cerebral infarcts are very dangerous and more without attention here are the medical notes are already several years without care SFPMX every Latin millennium,0.0009523809523809453,0.33928571428571425
2023-03-11 15:29:48+00:00,aestahora en las instalaciones del hospital integrantes de la asociacion de usuarios reciben capacitacion en normatividad vigente en salud dirigida por un equipo de la secretaria de salud municipal  httpstco3lyogpeg8z,hdcentenario,hospital departamental centenario de sevilla. ,"sevilla, valle del cauca",es,Aestahora at the members of the Hospital Members of the Association of User,0.0,0.0
2023-06-07 19:45:05+00:00,"secretaria de salud de antioquia dice que alcaldia de medellin no ha radicado proyecto para construir hospital del norte 
 httpstcoitv0tis0hs

salud medellin 

veronicaarango juanespinalr paolaholguin sectorsalud elcolombiano revistasemana",miltonvasco,milton vasco,medellin,es,Antioquia Secretary of Health says that Mayor of Medallón has not indicated a project to build Hospital del Norte Health Medallón Veronicaarango Juanespinalr Paolaholguin Sectorsalud Colombian Magazase Magazase,0.0,0.0
2023-06-26 04:03:52+00:00,rochaperiodista kidsteel6 eso debe ser ilegalla puerta giratoria eso paso en sria de energiapemex expresidentes los ex trabajadores de hacienda del imss poder judicial etcno puedo creer q sean tan cinicos y seguro lorenzo y ciro estan en esa sociedad debe ser anticonstitucionalojala loclausuren,do_irma,irma e cuata d,unknow,es,Rochaperiodista That must be illegal rotating door that happened in Seria of Energiapemex former president The former workers of the IMSS Judicial Power Tecno I can believe that they are so cynical and sure Lorenzo and Ciro are in that society must be unconstitutional,-0.12000000000000002,0.47777777777777775
2023-05-04 23:53:51+00:00,va que vuela para secretaria de salud de mexico ,ozkrbear28,oscar delgadillo pena,unknow,es,It is flying for Secretary of Health of Mexico,0.0,0.0
2023-05-09 03:28:17+00:00,pero si tuttifruti con tanto escolta y guarros siguiendolo por todos lados hasta para cagar no se diga todo su gabinete familiares y amigos si el pedo son los vehiculos de los morelianos fredy no te parece una pndjez el traer a morelia a l0000 trabajadores del imss,gjmontiel,gabriel montiel,"michoacan de ocampo, mexico",es,But if Tuttifruti with so much escort and guarros following him everywhere until to screw,0.1,0.15000000000000002
2023-06-22 20:10:31+00:00,"sociales seguridad actualizacion las dos trabajadoras del issste lesionadas en el choque multiple ocurrido en tepatitlan y donde seis personas murieron se encuentran estables  

httpstcosps9kpi97x 
httpstcojbl9ctdl5y httpstcol2ob2su1ee",ngellucio,angel lucio,guadalajara jalisco,es,Social Security Update The two ISSSTE workers injured in the multiple shock that occurred in Tepatitlan and where six people died are stable,0.016666666666666666,0.03333333333333333
2023-06-23 01:29:48+00:00,tonylolu elecoronelabog no las incapacidades las paga el imss siempre y cuando el trabajador este asegurado esto ultimo te lo puedo confirmar por experiencia propia,zherd22,fernando magallanes,"jalisco, mexico",es,"Tonylolu Electoronelabog does not pay the IMSS as long as the worker is insured, I can confirm it to your own experience of your own experience",0.3833333333333333,0.7999999999999999
2023-05-16 20:24:39+00:00,"logra imss oaxaca mas de 2 mil acciones en la 9a jornada nacional de recuperacion de servicios

del 12 al 14 de mayo en unidades medicas y hospitales del imss en oaxaca  se llevaron a cabo 2 mil 070 acciones httpstcozv5quabtgo",expresioninfo,expresioninformativa,oaxaca,es,Achieve IMSS attacks more than a thousand actions in the National Services Recovery Day from May to MEDICAL AND HOSPITAL UNITS IN ATACA,0.25,0.25
2023-04-26 12:54:21+00:00,otro dia mas siendo la esclava de secretaria de salud,roojst,jst_roo,"saltillo, coahuila de zaragoza",es,Another day being the slave of Secretary of Health,0.0,0.0
2023-05-11 16:27:38+00:00,graciel36294782 saludgobpue gobiernomx sergiosalomonc porque los hospitales publicos del imss le corresponden al gobierno federal amlo esta obra es del gobierno estatal salomon ,orlandorosasm7,se dice la verdad!,unknow,es,health,0.0,0.0
2023-04-29 21:09:11+00:00,tuimss ya envie la informacion que solicitaron,vicrockerlopez,vicrocker lopez,unknow,es,TIMSS already sent the information they requested,0.0,0.0
2023-04-30 00:07:47+00:00,jenarovillamil lopezobrador tuimss tienes derecho a escribir las mentiras que quierasyo tengo derecho a decirte che mentiroso y ademas rastrero,teofilogonzlez2,teofilo gonzalez,unknow,es,JENAROVILLAMIL LOPEZOBRADOR TUIMSS You have the right to write the lies you want I have the right to tell you a liar and also a hugging,0.2857142857142857,0.5357142857142857
2023-05-18 12:17:16+00:00,con gran acierto tuimss lanzo la estrategia nacional para la implementacion del prep y pep en sus unidades lo que contribuye a mermar el avance del vih en el pais gracias javiercabralso1 zoerobledo hlgatell jorgealcocern lopezobrador httpstco5wai3w9rp7,ponchohernanp,alfonso hernandez ,"morelia, michoacan de ocampo",es,With great success Timss launched the national strategy for the implementation of the PREP and PEP in its units which contributes to diminish the advance of HIV in the country thanks Zoerobled Hlgatell Jorgealcocher Lopezobrador,0.43333333333333335,0.31666666666666665
2023-02-12 23:47:35+00:00,osvwal jtomatis y para que corno sirvio el ministerio de salud solo para meter mas noquis hacia mas macri con su secretaria de salud que estos chorros de vacunas por favor kirchnerismo nunca mas ni peronismo tampoco,javierasturia,javier asturia #arg ,argentina,es,oval tomatoes and for the corn of health only to put more grocery towards more mari with its Secretary of Health than these jets of vaccines please Kirchnerism never or journalism either,0.3333333333333333,0.6666666666666666
2023-06-20 14:19:27+00:00,imssoaxaca zoerobledo buenos dias esperando incomodar y hacer algo quiero compartir mi inconformidad hoy 20 de junio se presenta un amergencia con mi hijo y me dispongo a sacar cita en la unidad medica041 de bahias de huatulco llegando a las 4 am para ser de los primeros,irvingama88,gamaliel,unknow,es,IMSSOAXACA ZOEROBLEDO Good morning waiting to bother and do something I want,0.7,0.6000000000000001
2023-05-01 21:32:53+00:00,eluniversalmx primera mentira el imss no tiene cobertura en todos los rincones del pais para desarrollar la infraestructura necesaria se llevara anos,leonelc58457019,leonel cruz,unknow,es,Eluniversalmx First lie The IMSS has no coverage in every corner of the country to develop the necessary infrastructure will take years,0.125,0.6666666666666666
2023-05-18 16:31:47+00:00,quien dijo yo lanzan vacantes en el imss para adultos mayores con sueldo de 45 mil pesos httpstcon81yxfbmqz,guruchuirer,guru politico,"mexico, me",es,Who said vacancies at the IMSS for older adults with salary of one thousand pesos,0.16666666666666666,0.3333333333333333
2023-06-26 18:45:01+00:00,citlacarvajai lopezobrador zoerobledo tuimss miren ya estamos como dinamarca nos sentimos orgullosos,polynsky01,polynsky,unknow,es,CITLACARVAJOI LOPEZOBRADOR ZOEROBLED,0.0,0.0
2023-04-12 01:34:30+00:00,melissabely ojala les llueva y granize y se cancele para hacerla mas de pedo de como mal gastan el dinero publico ya le queda menos tiempo al mamrracho de palacio que por 3era ves prometio que para diciembre tendremos una secretaria de salud como dinamarca jamhdp,carlospolin3,carlos polin,unknow,es,"Melissabelly I hope it rains and hail and is canceled to make it more fart with how they spend the public money, there is less time left with the palace mamarracho who, however, we promised that for December we will have a secretary of health such as Denmark Jamhdp",0.06666666666666668,0.22666666666666666
2023-06-12 22:41:29+00:00,anisanled ivonneruizg docelcurioso fherrobles1997 chumeltorres y el kks se j0d3 a los pobres ancianillos del imss e issste que estan en umas y trabajaron y cotixaron y deberian ser prioridad en dado caso no,j05u3v3,josue,unknow,es,Anisanled Ivonneruizg D highly Chumeltorres and the KMS se the poor old people of the IMSS and ISSSTE who are in Mas and worked and copied and should be a priority in case,-0.04666666666666667,0.4466666666666666
2023-05-25 03:27:21+00:00,eduardoayalah jjdiazmachuca lopezobrador tuimss mauriciocollado ah eres mascota,morganblade10,morgan blade,miguel hidalgo,es,Eduardoayalah Jjdiazmachuca Lopezobrador Tuimss MauricioCollado Ah You,0.0,0.0
2023-01-11 02:20:02+00:00,"preocupante rezago 
 la cobertura de vacunacion contra covid19 en poblacion de 5 a 11 anos de edad es de apenas el 50 por ciento lamento la titular de la secretaria de salud en tabasco silvia roldan fernandez al exhortar a los padres de    httpstco436gn3durc httpstcokzghxrkfyp",rumbonuevo,rumbo nuevo,"villahermosa, tabasco, mexico",es,worrying praying the coverage of vaccination against in population of years of age is just one hundred and regrets the head of the Secretary of Health in Tabasco Silvia Rondan Fernando by exporting to the parents of Httpstcokzghxrkfyp,-0.1,0.2
