Datetime,Content,Username,DisplayName,Location,Lang,Content_en,polarity,subjectivity
2023-06-27 13:06:08+00:00,issstesalud me dan del 30 de junio al 10 de julio la rehabilitacion en san fernando solicito me reprogramen porque salgo d vacaciones ya tengo comprometidos esos dias se negaron me cancelaron y dieron por terminado el servicio  donde dice quien dice que les da derecho a tratar asi,almalet02665218,latorres1,"coyoacan, distrito federal",es,Issstesalud give me the rehabilitation of the rehabilitation in Julio in San Fernando I reque,0.0,0.0
2023-06-27 13:04:51+00:00,me entero que el issste tiene ya 182000 derechohabientes y 1 hospital de 90 camas 049 camas1000 imss 145 millones y 3 hospitales con 630 camas 0431000 en eso se debe fijar antes de traer mas personas al estado la mayoria al imss otros a la deriva y sin seg pop ,blanca_sergio,sergio blanca,unknow,es,I find out that the ISSSTE already has right holders and Hospital de Camas IMSS and hospitals with beds in that should be set before bringing more people to the State most of the IMSS others drifting and without secor pop,0.2571428571428571,0.4671428571428572
2023-06-27 13:01:32+00:00,"hola 
yo voy trabajando en issste mucho y mi cubrebocas mucho dios mio y cuidate mucho  cdmx ",berenic97237153,berenice pena cmll ,"mexico,d.f. ",es,"Hello, I'm working in ISSSTE a lot and my covers a lot of mine and take care of yourself like",0.2,0.2
2023-06-27 13:01:10+00:00,issstesalud desde febrero pasado con padecimiento en rodilla me citan a ortopedia en abril me dan pase a rehabilitacion en sireco me dicen que el 29 de mayodespues que no ha llegado y regrese el 26 de junio  me hablan para que me presente el 19 pero no puedo asistir la semana que me dan,almalet02665218,latorres1,"coyoacan, distrito federal",es,Issstesalud since last February with a knee condition they quote me to orthopedics in April they give me a rehabilitation in Siroco they tell me that Mayodes's that has not arrived and returned on June to talk to me so that the introduce to me but I cannot attend the week that the week that the week that the week that the week that the week that the week that the week that the week that the week that the week that they give me,0.0,0.06666666666666667
2023-06-27 12:47:20+00:00,proserdehades issstemx si es cierto van para atras los del issste aca en la delegacion chiapas qe no hay sistema los dias 1 y 16 que lunes miercoles yo viernes que no recompra que por telefono estan jotas no mejoran no tienen iniciativa ese 25 ya esta anacronico y obsoleto yo quiero pcp,nelsonv83257824,nelson velazquez arce,unknow,es,Proserdehades isstemx if it is true go back those of the ISSSTE here in the delegation sparks that there is no system the days and that Mondays I wave Friday that I do not repurry that by telephone they are jotas do not improve do not have an initiative that is already anachronistic and obsolete I want pop,0.175,0.325
2023-06-27 12:42:51+00:00,issstemx 40ml y yo que  necesito uno de 6 meses de sueldo pero qe no que hasta que yo termine de pagar el que tengo son malos economistas deberian aceptar dar permitir renovacion o recompra de los prestamos que tenemos yo pago resto debo y que me den los excedentes para otras pe,nelsonv83257824,nelson velazquez arce,unknow,es,Issstemx and I who need one of months of salary but that not that until I finished paying what I have are bad economists should accept to allow renewal or repurchase of the loans that we have I pay the rest and that they give me the surpluses for others pe,-0.4124999999999999,0.5208333333333333
2023-06-27 12:07:30+00:00,"laquintatransformacion
el pasado 28 de abril el issstemx que maneja drpedrozenteno  le adjudico un negocio por la friolera de 2 mil 700 millones de pesos para proveer servicios integrales de cirugia cardiovascular y hemodinamia
httpstco3lwi8eak4v httpstcozirupwd0mt",dariocelise,dario celis,mexico,es,Laquintatransformacion last April the ISSSTEMX that handles Dupedrozenteno awarded a business for a whop of one billion pesos to provide comprehensive services of cardiovascular surgery and hemodynamics,0.0,0.0
2023-06-27 11:49:32+00:00,lumendoz issstemx drpedrozenteno ay esta el sistema de salud mejor que el de dinamarca,manolovillanu17,manolo villanueva,unknow,es,LUMENDOZ ISSSTEMX DRPEDROZENTEO OH THING THE HEALTH SYSTEM Better than Denmark,0.5,0.5
2023-06-27 11:44:42+00:00,"begogm6 hola linda gracias x tu comentario
aguien me dijo q es viejo este video
probablemente haya sido el plan d anlo y x falta d tiempo se quede en proyecto y ahi es cuando en 2024 no les permitamos darle el tiro d gracia a mexico
mira los nuevos colores del issste no mas azul  httpstcokg4rv6n5yj",wamlucerna,wam,unknow,es,Hello Linda Thanks for your comment Aguien told me that this video has probably been the plan of the time and there No more blue,0.07272727272727274,0.4090909090909091
2023-06-27 11:37:09+00:00,carourt si te contara la que me aplicaron en el issste apenas el viernes ,_andyreds,alfa romeo,unknow,es,Court if I told you what they applied to me in the ISSSTE just Friday,0.0,0.0
2023-06-27 11:14:58+00:00,lumendoz issstemx drpedrozenteno pero si el cabecita de algodon acaba de decir que el sistema medico sera mejor que el de dinamarca no,partner04817672,partner,unknow,es,Lumendoz isstem Didrozentan but if the cotton head just said that the medical system will be better than that of Denmark does not,0.25,0.25
2023-06-27 09:55:24+00:00,oye issstemx tus medicos  de urgencias en el hospital adolfolopezmateos duermiendo y la sala de urgencias a reventar telediario una llamada de atencion xfa a ver si les da pena,campagrisel,grisel lopez campa,unknow,es,Hey isstemx your emergency doctors at the AdolfolopezMateos hospital sleeping and the emergency room to burst news a Fa attention call to see if they are sad,-0.5,1.0
2023-06-27 09:11:08+00:00,para que vean la importancia del imssissstessa para la mayoria del paciente mexicano y exijan su mejoria,elnegritodeltwt,victor reyes,mexico,es,To see the importance of the IMSSISSESSSA for the majority of the Mexican patient and demand his memory,0.0,0.0
2023-06-27 08:39:31+00:00,issstemx usuariosissste llegue con mi mama al servicio de urgencias del hospital lopez mateos cdmx desde las 1230 viene expectorando sangre tiene 85 anos epoc y esta sentada en su silla de ruedas en la sala de espera en que momento tienen a bien atender las urgencias 2,gabuesri,gabuesri,mexico,es,ISSSTEMX Userssste arrives with my mother at the emergency department of the Lopez Mates Hospital as from the expectorant blood has an era years and is sitting in its wheelchair in the waiting room at which time they are good to attend the emergency,0.0,0.0
2023-06-27 08:32:49+00:00,lumendoz lalito30 issstemx drpedrozenteno lourdes en la dinamarca del bienestar hacemos lo imposible para que los derechohabientes se sientan como en su casapor eso les ofrecemos un espacio que simula sus carencias,venividi_bici,"veni, vidi, bici","nuevo leon, mexico",es,LUMENDOZ ISSSTEMX DRPEDROZENTEO LOURDES IN THE DENMARCA OF WELFAR,-0.6666666666666666,1.0
2023-06-27 06:43:22+00:00,"becerrapedrito somosanalistas ah pero estas en todo verdad 
pues porque ese es mi rango en el issste 
y ya no dire mas porque esa es informacion privada y nadie debe de saberlo httpstcoq0vxj2q1rn",neitanalgren,neitan,mexico,es,Becerrapedrito we areanalists Ah but you are in all truth because that is my range in the ISSSTE and I will not say more because that is private information and nobody should know it,0.25,0.4375
2023-06-27 06:20:01+00:00,issstemx  el portal de citas familiares lleva una semana sin dejarnos acceder yo se que no les alcanza para un programador decente y que estan muy ocupados atendiendo emergencias pero que estresante que sigan haciendo esto   o ya se fueron de vacaciones ,vivi_insecta,insecta ,unknow,es,"ISSSTEMX The family dating portal has not been missing for a week, I know that it is not enough for a decent programmer and that they are very busy attending emergencies but that stressful that they continue doing this or they already went on vacation",0.024166666666666663,0.4016666666666667
2023-06-27 06:11:07+00:00,"danielmterres delfinagomeza claudiashein pues aca en cdmx claudia dejo a miles de trabajadores del gobierno sin derechos laborales desde hace 5 anos no issste antiguedad vacaciones aguinaldo etc participacion ciudadana cultura dif prosoc etc 

no a la explotacion laboral",sinhueegipci,mira si te querre,unknow,es,Danielmterres Delfinagomeza Claudiashein because here in how Claudia I leave thousands of government workers without labor rights for years not ISSSTE ANTIGUEDAD VACATION AGUINALDO etc. CITIZEN PARTICIPATION DIF PRESENT etc.,0.0,0.0
2023-06-27 06:00:39+00:00,fitsurgeon cuando sacas cita para radiografia en el issste,minholly_min,victoria 777 ,unknow,es,Fitsurgeon when you get an appointment for radiography at the ISSSTE,0.0,0.0
2023-06-27 05:50:08+00:00,familiares y amigos del medico radiologo del issste williams perez ortiz quien fuera asesinado en dias pasados marcharon para exigir justicia a la fiscalia general del estado de tabasco fgetabasco httpstcobzy52fr0kz,migue_vargas,miguel angel vargas,villahermosa tab.,es,Family and friends of the ISSSTE WILLIAMS JEREZ OTIS RADIOLOGUE MEDICOGU,0.0,0.0
2023-06-27 05:42:39+00:00,no queremos al hospital del issste en el centro de convenciones de acapulco  firma la peticion httpstcofdwvx774ed via changemex,analagale,ana galeana,mexico,es,We do not love the ISSSTE hospital at the Capullo Convention Center signs the petition via changemex,-0.175,0.35
2023-06-27 05:32:08+00:00,"antonioattolini claudiashein da pavor el esquema laboral que instalo en gob cdmx miles de trabajadores sin derechos laborales desde hace 5 anos no issste vacaciones aguinaldo antiguedad etc participacion ciudadana cultura dif prosoc etc 

eso no debe continuar no a la explotacion laboral",sinhueegipci,mira si te querre,unknow,es,Antonioattolini Claudiashein Taxures the labor scheme that I install in Gob as thousands of workers without labor rights for years no isste vacation Aguinaldo Antiguedad,0.0,0.0
2023-06-27 05:26:22+00:00,"fercuevasmur mebrard yo no votare nunca por sheinbaum en el gob cdmx hay miles de trabajadores sin derechos laborales minimos desde hace 5 anos no issste vacaciones aguinaldo antiguedad etc participacion ciudadana cultura dif prosoc etc 

no a la explotacion laboral",sinhueegipci,mira si te querre,unknow,es,Fercuevasmur Gerard I never vote for Sheinbaum in the GOB as there are thousands of workers without labor rights have come for years no isste vacation Aguinaldo Antiguedad etc. Citizen Participation Culture DIF PRESENT etc. not to labor exploitation,0.0,0.0
2023-06-27 05:21:26+00:00,"video como en dinamarca medicos del issste operan entre goteras en chiapas httpstcoafupzxbhs7 a traves de ricardoalemanmx 
que dira de esto el ilusionista de la presidencia",marcopolofranc5,marco polo franco,unknow,es,Video as in Denmark Medical of the ISSSTE operate between leaks in sparks through Ricardoalemanmx that will say this the Illusionist of the Presidency,0.0,0.0
2023-06-27 05:06:30+00:00,estimado profesor juanalfonsoml  usted me indica cuando de carrerita le llevo las cosas no le quitare ni cinco minutos de tiempo por favor mil gracias y ya me ire de nuevo a cd de mexico al issste y la machaca no espera buenas noches dios los bendiga mucho,chrisruiz2624,christian ruiz,unknow,es,Dear Professor Juanalfonsoml You tell me when I take things from Carrerit,0.0,0.0
2023-06-27 05:03:30+00:00,edgardozar ryohermoso disculpaen que pais vives no se trata de odiar  seguramente tu no vas al imss o al issste y no sufres desabasto de medicinas seguramente no tienes un hijo con cancer ni tampoco les quitaron guarderias ni escuelas de tiempo completo a tus hijos ,maria54545,lupis garcia #lar,unknow,es,"Edgardozar Ryohermoso Sorry that Pais Vives is not about hating Surely you do not go to IMSS or the ISSSTE and do not suffer from medicine contempt, surely you do not have a child with cancer nor did they take away nurseries or full -time schools to your children",0.0,0.7296296296296295
2023-06-27 04:49:38+00:00,staboadamx srdelegado por favor le encargamos que no permita que en el local donde estaba la tienda del issste en vertiz y obrero mundial los paracaidistas quieren hacer condominios del invi  nada perdidos ya que en la zona urge un walmart,hugo_sampson,libre vision,unknow,es,"Staboadamx delegate please we will notice that it does not allow the Issste store to be in the premises in the premises in the premises and world worker, the paratrooides want to make the condominiums of the INI nothing lost since in the area a calm is urgent",0.0,0.0
2023-06-27 04:46:31+00:00,issstemx usuariosissste quiero levantar una queja para la dra ramirez hernandez luz maria de la clinica de satelite en naucalpan pues aparte de no cumplir con su trabajo como se esperaria genera actos de discriminacion en contra de mis familiares con discapacidad 14,bto007,alberto morales,"mexico, mexico",es,"ISSSTEMX Userssste I want to raise a complaint for Dra Ramirez Hernández Luz Maria of the Satellite Clinic in Naucalpan because apart from not fulfilling his work as he would expected, he generates acts of discrimination against my relatives with disabilities",,
2023-06-27 04:45:31+00:00,fifirulais3030 si esta en una clinica del issste se ve la austeridad jajajaja hipocritas,zzalf,alfredo e garcia,mexico,es,If it is in a clinic of the ISSSTE you can see the austerity hahahaha hypocrites,,
2023-06-27 04:44:45+00:00,"gobiernomx jaaaaaaa jaaaaaaaa jaaaaaaa jaaaaaa 
por eso hay hartas medicinas hartos insumos en el imss e issste me cae que vive en un mundo de caramelo httpstco99jhtesgdu",lassaras,lassaras,mexico,es,JAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAE That is why there are fed up fed up supplies in the IMSS and ISSSTE I falls that lives in a caramel world,,
2023-06-27 04:38:44+00:00,ultimahorano parece tienda del issstemx  issstetiendas,kekaspartyclub2,martin castillo de castro,cdmx,es,Ultimahorano looks like ISSSTEMX ISSSTENDAS,,
2023-06-27 04:22:10+00:00,agradezco a nadgasman por su invitacion y a representantes de tuimss issstemx stpsmx por el intercambio una de las contribuciones de la cissorg es una politica que comprende 23,alvarovelarca, alvaro velarca ,"ut: 19.338938,-99.193445",es,I thank Nadgasman for his invitation and representatives of Tuimsss ISSStemx Stpsmx for the exchange One of the contributions of the Cissorg is a politician that includes,,
2023-06-27 04:18:32+00:00,"erikaloyob inmujeres mnainah nadgasman tuimss issstemx stpsmx cissorg mira doc erikaloyob 

en este poster si se enfatiza la responsabilidad  httpstcoj5nnyxnk0y",soymamagodin,mama godin(r),unknow,es,Erikaloyob Women Naina Nadgasman Timss ISSStemx Stpsmx Cissorg Mira Doc Erikaloyob In this poster if responsibility is emphasized,,
2023-06-27 04:17:09+00:00,velvetfak jajajajajajaja,melol08403875,la castrosa del issste,unknow,es,Velvetfak hahahahahaha,,
2023-06-27 04:13:38+00:00,"para el trabajador

issste imss

para el derechohabiente

hijole",nautilusdundie,dan,unknow,es,For the worker ISSSTE IMSS FOR THE SON RIGHT,,
2023-06-27 04:01:53+00:00,andreachaveztre donde esta el hospital del issste que viniste a prometer a delicias sigo esperando,cronopeuta,oscar torres,"chihuahua, mexico",es,Andreachaveztre where is the ISSSTE hospital that you came to promise Delicias I still wait,,
2023-06-27 03:55:33+00:00,velvetfak voy a subir las publicaciones de fb donde dices k quieres ligar,melol08403875,la castrosa del issste,unknow,es,Velvetfak I'm going to upload faith posts where you say k you want to flirt,,
2023-06-27 03:52:57+00:00,"robertomadrazo andreachaveztre oye roberto raterazo 
eres un viejo politico del asqueroso pri
el pri los inventores de la corrupcion en mexico
re vendias 
medicamentos
al issste e imms obvio a sobre precios
hiciste el ridiculo en alemania
te descubrieron depas en usa retirate a cuidar a tus nietos",mauricio5226,rafael martin ,unknow,es,Robertomadrazo Andreachaveztre Oye Roberto Ratero You are an old politician of the disgusting PRI the inventors of corruption in Mexico and sell drugs to the ISSSTE E mms Obviously at prices you made the ridiculous in Germany they discovered you left in the USA,,
2023-06-27 03:48:28+00:00,lalohdeza issstemx guerrero necesita ese hospital de tercer nivel el cia esta abandonado y obsoleto,ving2708,irving gutierrez,unknow,es,Lalohdeza isstemx Guerrero needs that third level hospital the CIA is abandoned and obsolete,,
2023-06-27 03:27:36+00:00,lumendoz issstemx drpedrozenteno yo tuve la oportunidad de acompanar a un enfermo en enero en el issstemx zaragoza en el area de urgencias y radiografia las puertas cayendose a pedazos las paredes mugrosas y viejas ni que decir de los equipos con los que lidian los encargados,sabinacascabel,sabina blanquet,unknow,es,"Lumendoz ISSStem Didrozentian I had the opportunity to accompany a patient in January at the ISSSTEMX Zaragoza in the Emergency Area and Radiograph The doors, the mugged and old walls are pieces",,
2023-06-27 03:12:11+00:00,"benito juarez destruyo mas de 300 hospitales catolicos junto con su area de herbolaria y farmacia por su culpa llego el big pharma de rockefeller y pasteur

tambien dio origen a pesadillas como el imss e issste

httpstcoh7a6pmrykf

hector rosales blog 2023",allrighthr,hector rosales official ,ciudad de mexico,es,Benito Judge destroyed more from Catholic hospitals along with his herbalist and pharmacy area because of his fabric came the Big Dharma of Rockefeller and Paste,,
2023-06-27 02:28:46+00:00,ultimahorano se parecen a las clinicas del issstemx,fergardner,fernando gardner,unknow,es,Ultimahorano resemble the isstemx clinics,,
2023-06-27 02:23:08+00:00,solo quiero expresar mi odio hacia el dr de la cruz xq no sirve para nada,melol08403875,la castrosa del issste,unknow,es,I just want to express my hatred towards the Dr of the Cross X is useless,,
2023-06-27 02:22:57+00:00,hospital de especialidades issste en acapulco  firma la peticion httpstco0icnexy5du a traves de changemex,jayjodelaval,jaimealvarado,"cuajimalpa de morelos, distrit",es,ISSSTE Specialties Hospital in Capullo signs the request through Changemex,,
2023-06-27 02:17:08+00:00,"ironicamente la corrupcion priista y las represalias de esos mafiosos me quebraron economicamente y me hizo perder mi seguro de gastos medicos mayores con segurosinbursa de carlosslim lo que me obligo a usar el sistema de salud de la ssaludmx donde soy testigo de multiples fallas desde la falta de medicamentos me pedian yo comprar mis medicinas las areas de urgencias les hace falta infraestructura para atender a los enfermos etc 
mi padre murio en la clinica del tuimss en mazatlan en 2016 y el servicio era deplorable en el area de urgencias habia gente tirada en el piso las sabanas sucias te atendian sobre sabanas usadas de los enfermos anteriores hasta con sangre 
en mi experiencia en el hgmod mejoro muchisimo de esa experiencia pues las sabanas no eran sucias eran constantemente cambiadas pero el ate de entrada de urgencias si es muy parecido a lo que vi en mazatlan en 2016 donde la poblacion sufre mucho al no haber infraestructura que les de un trato digno en tanto son canalizados a las areas de especializacion 
en 2016 nos pedian las medicinas y ahora en 2023 en hgmod me pedian comprar varias medicinas y otras si eran suministradas por el hospital  pero tardaban en llegar hasta 24 horas o mas 
llegue a escuchar a personal medico quejarse de que les bajaron sus salarios y de que el suministro de medicinas habia empeorado",erzs1,erick zepeda salinas,ciudad de mexico ,es,"Ironically, the hurry corruption and reprisals of those mafia broke me economically and made me lose my insurance of major medical expenses with CarlosSlim insurance that forced myself to use the SSALUDMX health system where I witness multiple faults from the lack of Medications asked me to buy my medicine, emergency areas need infrastructure to serve the sick etc. My father died in the timss clinic Dirty they attended you about used savannas of the previous patients even with blood in my experience in the we have better improved that experience because the savannas were not dirty were constantly changed but the Emergency entrance ATE if it is very similar to what I saw in Mazatlan Where the population suffers a lot as there is no infrastructure that deals with decent treatment as they are channeled to the areas of specialization in us asked for medicines and now in In we have asked me to buy several medicines and others if they were supplied by the hospital but it took In getting up to hours or more he listens to medical staff complaining that their salaries were lowered and that the supply of medicines had worsened",,
2023-06-27 02:10:55+00:00,lamafiadelpower fitsurgeon o el issste son primos hermanos del mismo dolor,dercy_0603,romane,mexico,es,lamafiadelpower fitsurgeon or ISSSTE are cousins ​​brothers of the same pain,,
2023-06-27 02:09:44+00:00,andreachaveztre robertomadrazo morena lopezobrador eso significa que la cupula de los gobiernicolas de la era 4ternaria iran al issste o al imss no esos son para chaironacos la elite solo hospitales como c medico abc medica sur y el c medico abc santa fe y el militar,karwis007,karl wise,unknow,es,Andreachaveztre Robertomadrazo Morena Lopezobrador that means that the couple of the ruling of the Iran to the ISSSTE or the IMSS not those are for chaironacos the elite only hospitals such as c medical abu medical south and the medical c Santa Fe and the military,,
2023-06-27 02:05:54+00:00,"inauguramos exposicion de arte que promueve la inclusion y el respeto en el marco del diamundialdeladiversidadsexual   diversidadsexual exposiciondearte
issste httpstcokvkufmyqbs",fenriqueper,francisco enrique perez hernandez,unknow,es,We inaugurate art exhibition that promotes inclusion and respect within the frame,,
2023-06-27 01:57:32+00:00,"hugoper61850146 jorgeberry yo si veo y me consta la diferencia
no hay medicamentos ni en el imss ni issste y
 el insabi desaparecido junto con los millones que se le otorgo de presupuesto
esto es solo un boton",juanman57662089,juan manuel cuellar gonzalez,unknow,es,Jorgeberry I do and I know the difference there are no medications either in the IMSS or ISSSTE and the disappeared insane along with the millions that was granted as a budget This is just a button,,
2023-06-27 01:48:50+00:00,lopezdoriga como desde los sexenatos prianistas hasta  dejaron concesionadas las goteras en el issstepura vil corrupcion heredada,0720ccelias,joel cc,unknow,es,Lopezoriga as from the exempt pianists until the leaks were congested in the isstepura vil inherited corruption,,
2023-06-27 01:45:15+00:00,"invito a todos esos derechohabientes que vean fallas a denunciar en terminos de los articulos 90 a 93 de la ley general de responsabilidades administrativas a los servidores publicos encargados de ejercer el presupuesto ante el organo interno de control pues es su deber vigilar que no sea necesario denunciar 
la obligacion de todo servidor publico es garantizar el 100 del servicio encomendado a su cargo 
toda falla es responsabilidad del servidor publico a cargo 
si un derechohabiente se percata antes que el servidor publico tome accioneshay negligencia que es abuso de funciones y al denunciarla ante el oic dificultara al servidor publico su defensa pues la falta esta mas que consumada 
por ello recomiendo que los servidores publicos hagan su trabajo de prevencion y atiendan cualquier posible falla para que el derechohabiente no tenga que denunciar pues si lo hace corre el riesgo de sanciones severas como la destitucion inhabilitacion e incluso lo mas riesgoso para el la comision de algun delito en materia de servidores publicos 
vamos es como responsabilizar al pasaje de que el pesero le fallan los frenos es responsabilidad del
chofer que vengan bien los frenos no del pasaje y si el pasaje denuncia pues el chofer sera severamente sancionado",erzs1,erick zepeda salinas,ciudad de mexico ,es,"I invite all those right -holders to see failures to denounce in terms of articles A of the General Law of Administrative Responsibilities to the public servants responsible for exercising the budget before the internal control body because it is their duty to monitor that it is not necessary to denounce the obligation From every public servant is to guarantee the entrusted service in charge of the public servant is the responsibility of the public servant in charge if a right holder is notice Your defense because the lack is more than consummated by it, I recommend that public servants do their prevention work and attend to any possible failure so that the right -wing does not have to report because if it does the risk of severe sanctions as the dismissal of disqualification and even The most risky thing for the commission of some crime in the matter of public servants, we are like to hold the passage that the waiter fails the brakes is the responsibility of the driver who come well the brakes not of the passage and if the passage denounces then the driver will be severely sanctioned",,
2023-06-27 01:37:47+00:00,scjn cjfmx tepjfinforma su codigo de etica dira algo sobre dejar de cobrarle a los mexicanos un seguro de salud cuando tienen derecho a issste y de retiro y dejaremos de pagarles el personal de servicio de sus casas,elprincipitotw,el principito,unknow,es,Scan CJFMX Tepjfinforma its Ethics Code will say something about stopping charging Mexicans from health insurance when they are entitled to ISSSTE and retirement and we will stop paying them the service staff of their houses,,
2023-06-27 01:31:00+00:00,lopezobrador sr presidente los jubilados  ya levantamos al pais trabajando ustedes los responsables de la administracion y con el presupuesto no hacen nada hemos  trabajado mas de 30 anos a dependencias miserables como sep issste imss no alcanza para nada  entiendanos arregle ley del issste,isabelbardales2,isabel bardales,unknow,es,LOPEZOBRADOR SR PRESIDENT The retirees already lift the country working those responsible for the administration and with the budget do nothing we have worked more than years to miserable dependencies such as SEP ISSSTE IMSS does not reach at all you understand the ISSSTE Law,,
2023-06-27 01:07:35+00:00,"serviciosocial 

solicitamos donadores tipo a  o para roman radilla quien se encuentra internado en el issste de emiliano zapata 

comunicarse a los numeros 7772015961 y 7775602868 httpstcorsu4xc6dbc",art6to,articulo sexto,"cuernavaca, morelos, mexico ",es,ocial services we request donors type A or for Roman knee who is admitted to the ISSSTE of Emiliano Shoe communicate to the numbers and,,
2023-06-27 00:56:56+00:00,slayerns0712 inmaculero007 lumendoz issstemx drpedrozenteno abrahamendieta hambre la que pasaran tus familiares sin no hubiese pension del bienestar quleroo,alexand88604802,alexander cabrera gonzales,unknow,es,LUMENDOZ ISSSTEMX DRPEDROZENTEO ABRAHAMENDIETA Hunger What would your family members pass without there would be no pension of well -being I want,,
2023-06-27 00:56:33+00:00,issstemx cierto y porque les piden a los empleados del turissste cancelar todos los viajes y paquetes sin una instruccion por escrito porque les obligan a hacer reembolsos y cancelar paquetes turistico internacionales afectando a los derechohabientes,guerre_adriano,adriano.guerre,"venustiano carranza, distrito ",es,ISSSTEMX True and because they ask Turisssste employees to cancel all trips and packages without written instruction because they are forced to reimburse and cancel international tour packages affecting the right holders,,
2023-06-27 00:55:01+00:00,issstemx mientras tanto preparan todo para correr a la mala a mas de 100 empleados del turissste,guerre_adriano,adriano.guerre,"venustiano carranza, distrito ",es,Issstemx Meanwhile they prepare everything to run the bad more than employees of Turissste,,
2023-06-27 00:54:31+00:00,issstemx que hay de cierto que el proximo viernes van a correr a mas de 100 empleados del turissste y van a desaparecer esa prestacion de los trabajadores,guerre_adriano,adriano.guerre,"venustiano carranza, distrito ",es,ISSSTEMX that is true that the next Friday will run to more than employees of Turisssste and that workers' benefit will disappear,,
2023-06-27 00:50:52+00:00,"erikaloyob inmujeres mnainah nadgasman tuimss issstemx stpsmx cissorg te busco pronto para invitarte al evento de premiacion del rankingmamagodin

tenemos mucho por avanzar",soymamagodin,mama godin(r),unknow,es,Erikaloyob Women Naina Nadgasman Timss ISSSTEMX STPSMX CISSORG I LOOK TO YOU SOON TO INVITE YOU THE RANKINGMAMAGODIN RANKINGMAMAGODIN AWARD We have much to advance,,
2023-06-27 00:46:04+00:00,lopezdoriga sr doriga usted entrevistara a las corcholatas pregunteles si ellos viven con jubilaciones miseras el presiso dice es un problema estructural  dependeciaaissste y sindicatos que lo arregle amlo como jubilada 30 anos al servicio al estado miseros miseros miserables dependencias,isabelbardales2,isabel bardales,unknow,es,LOPEZORIGA SR SAY YOU will interview the corcholalates ask them if they live with misery retirements the precise says is a structural problem dependenteciaaisste and unions that fix it badly as retirement years for the service to the state mining mining mining miserable dependencies dependencies,,
2023-06-27 00:45:00+00:00,"mexico  como dinamarca exhiben gotera que cae sobre paciente durante cirugia en issste de chiapas video

las condiciones en las que se encuentran muchos hospitales y clinicas de nuestro pais distan mucho de lo que yasabesquien promete gt httpstco1lev1idlgo httpstcoatbkoylstt",antenasanluis,antena san luis,"san luis potosi, slp.",es,Mexico as Denmark exhibits a gatete,,
2023-06-27 00:44:10+00:00,dr pedrozentenosa1  pedimos su intervencion ya que el servicio en issste toluca es pesimo estamos en urgencias con paciente con tumor en el estomago nos dicen que solo bajaran el dolor y daran de alta que todo es protocolo lopezobrador httpstcowact2ygwhh,franciscojm25,francisco jimenez,"jilotepec, mexico",es,DR we asked for his speech since the ISSSTE TOUCH SERVICE IS PESIMO We are in the emergency room with a patient with stomach tumor tell us that they will only lower the pain and discharge that everything is Lopezobrador protocol,,
2023-06-27 00:39:54+00:00,jesusguttap arouetv y checa en exclusivo sector salud prohibida su venta  que sean ratas los de las farmacias del imss o issste etc etc es culpa del peje no mms,orlachiaao,andre kumara,unknow,es,JESUSGUTTAP AROUETV AND CHECA IN EXCLUSIVE SECTOR SECTOR PROHIBITED HIS SALE THAT ARE RATS OF THE PHARMACIAS OF IMSS O ISSSTE etc etc etc etc is the fault of the left no MMS,,
2023-06-27 00:38:41+00:00,issstemx lopezobrador villalvazo13 la pesadilla sigue cada que hay que pedir incapacidad es un martirio mi esposa recien operada por cancer de seno  y en la clinica solo  complican el tramite hoy salieron con que no le pueden dar mas incapacidad por que los corren,aguilagab,el papi de todas las cosas,mexico,es,ISSSTEMX LOPEZOBRADOR The nightmare continues every time you have to ask in disability is a martyrdom my wife recent,,
2023-06-27 00:35:59+00:00,"issstemx por favor arreglen asissste
no se puede ingresar cita ya llego 1 mes intentando",tavo280995,castelmon,unknow,es,ISSStemx please fix Asisste you can't enter appointment already arrives month trying,,
2023-06-27 00:35:11+00:00,soymamagodin inmujeres mnainah nadgasman tuimss issstemx stpsmx cissorg si debemos crear una nueva narrativa lejana a la mercadotecnia falaz tenemos que ser capaces de colocar el termino responsabilidad en el centro de todas nuestras acciones democraticas que implican la busqueda de igualdad,erikaloyob,erika loyo beristain,unknow,es,I am Mamagodin Women Naina Nadgasman Timss ISSSTEMX STPSMX CISSORG If we must create a new narrative distant from fallaz marketing we have to be able to place the term responsibility in the center of all our democratic actions that imply the search for equality,,
2023-06-27 00:34:23+00:00,"inauguracion ninos princesa esta tarde 
agradezco profundamente al issstemx a la mtra yezmin lehman directora de prestaciones economicas sociales y culturales y a su gran equipo para la realizacion de esta exposicion 

gracias a todes los asistentes les asistentes entrada httpstcoqfgqhovhmg",elnino_terrible,erik rivera,mexico,es,Ninos Princess Inauguration This afternoon I deeply thank ISSStemx to the other Yemen call director of Social and Cultural Economic Benefits and her great team for the realization of this exhibition thanks to all the attendees assistants to them entry httpstcoqfgqhovhmg,,
2023-06-27 00:30:22+00:00,lumendoz issstemx drpedrozenteno lopezobrador no es dinamarca sr es el pais que juro proteger,mrojasrafael,rafael mrojas,unknow,es,LUMENDOZ ISSSTEMX DRPEDROZENTEO LOPEZOBRADOR is not Denmark SR It is the country that I swear to protect,,
