Datetime,Content,Username,DisplayName,Location,Lang
2023-06-22 14:07:21+00:00,Eso es GobiernoMX y en usuariosissste ISSSTEmx IsssteSanLuisP andan por las mismas pero ante el reclamo de tus derechos te mandan traer policias armados para intimidarte,robertoluissie1,roberto luis sierra,,es
2023-06-22 14:02:21+00:00,El Centro de Postgrados del Estado de Mexico lamenta profundamente el fallecimiento de la Dra Luz Sagrario Gonzalez Sanchez Coordinadora de Planeacion del Hospital Dr Valentin Gomez Farias del ISSSTE y destacada alumna de nuestro colegio httpstcoTdUanNhNV4,CPEMoficial,CPEM Oficial,"Chapultepec 133, 06600, CDMX.",es
2023-06-22 14:00:02+00:00,"La subdelegada medica del ISSSTE Dra Martha Eugenia Montemayor Curiel recomienda tener cuidado con la exposicion al sol tras ocho dias consecutivos donde Yucatan ha tenido sensacion termica arriba de los 50 grados

httpstcojpzpHZxo84",yucbajolalupa,Yucatan Bajo La Lupa,,es
2023-06-22 13:57:02+00:00,Solteronaaa leheim ISSSTEmx Son los tratamientos que dan en Dinamarca En Mexico no estamos acostumbrados a tecnologias tan avanzadas,JuanGon31256993,Juan Gon,,es
2023-06-22 13:53:13+00:00,"SabiasQue debido al efecto progresivo de la Esclerosis Lateral Amiotrofica ELA los pacientes en las etapas finales pueden quedar totalmente paralizados La sensibilidad y la inteligencia se mantienen inalteradas 
Mira sus primeros sintomas 
SaludParaTodos httpstcoNzEQxu3ij0",Issste_Campeche,Issste Campeche,"Campeche, Mexico",es
2023-06-22 13:52:51+00:00,"Aunque actualmente se desconocen las causas que originan la Esclerosis Lateral Amiotrofica ELA algunos factores de riesgo son
SaludParaTodos httpstcoWwaf6kAK69",Issste_Campeche,Issste Campeche,"Campeche, Mexico",es
2023-06-22 13:52:05+00:00,FamiliaISSSTE,Issste_Campeche,Issste Campeche,"Campeche, Mexico",qht
2023-06-22 13:50:09+00:00,Solteronaaa ISSSTEmx Actualmente ir al ISSTE o al IMSS es practicamente un suicidio que intente ir a una clinica privada a ver si aun la pueden salvar son las unicas que aun parecen tener medicamentos,Yurilandia,Evaligan,,es
2023-06-22 13:46:52+00:00,"ColegioMexicoDF GobCDMX INAHmx SSaludmx INSABImx TuIMSS ISSSTEmx 
AlcCuauhtemocMx 

B dias si fuera posible destinar los impuestos a la limpieza cuando menos de la esquina de Merida y Durango hay mucha basura
Ojala pavimentaran y den mantenimiento a la LaRomaDF httpstcomPIz4VMTST",luigiboy08,Luis Alfonso ,,es
2023-06-22 13:44:14+00:00,Solteronaaa ISSSTEmx En lugar de entrar a curarse entran a morir no hay Doctores no hay medicamento pero el presidente festejara su ego y sus caprichos xq de resultados nada httpstcovYXCl1muoZ,MiriamMarianaM,Mariana M.,,es
2023-06-22 13:43:28+00:00,Solteronaaa ISSSTEmx ,miriambermudez,Miriam,,qme
2023-06-22 13:42:56+00:00,Solteronaaa ISSSTEmx Que terrible pero esto pasa aun en los hospitales privados,AxelVlax,Gato Filosofo,En el ombligo de la Luna,es
2023-06-22 13:42:05+00:00,"Solteronaaa ISSSTEmx No creo Soledad  este sistema de salud es infalible y pulcro 

Al menos eso dice el vgt mediocre del palacio

Es una leyenda urbana en Mexico eso no pasa

Parasitos de 4a",ciencia68,luis,,es
2023-06-22 13:39:17+00:00,Solteronaaa ISSSTEmx Um ,leheim,Rocio Messer,Mexico City,und
2023-06-22 13:37:49+00:00,ElVencedor3305 Solteronaaa ISSSTEmx Cuenta con numero al final del usuario es BOT,hope_bbh,Hope ,,es
2023-06-22 13:37:24+00:00,Solteronaaa ISSSTEmx que pena  eso sucede en lis hospitales en todos ,figaredo_judith,Judith Figaredo,,es
2023-06-22 13:34:55+00:00,LupitaJuarezH Asi tambien pasa en el ISSSTEmx diran que no es culpa de los doctores Entonces de quien Tuve que operarme por mi cuenta para evitar una mala praxis,iTzErnest,Mr. Anderson,"Mexico, D.F.",es
2023-06-22 13:34:17+00:00,Solteronaaa ISSSTEmx Asi los hospitales ahora donde mas virus y bacterias hay,Maricarmenlob,Maricarmen lopez,Veracruz,es
2023-06-22 13:31:28+00:00,Me cuentan que una Maestra pensionadaentro al hospital 20 de noviembre del ISSSTEmx por una dolencia en la vesiculade la nada se le complico y ahora esta con falla multiorganica en terapia intensivales dicen que una bacteria intrahospitalaria no identificadaes la causante,Solteronaaa,Mi nombre es Soledad me dicen Sol,,es
2023-06-22 13:20:49+00:00,RICHARAGON DMSPDGO SGGDurango SSMTransportes TuIMSS ZujeyLuna10 Quetzalh hebernoti121ed LuisTV10 A los malandros que apartan el ascenso y descenso en la clinica 1 del IMSS  e ISSSTE cuando los van a quitar Tengo mucho tiempo reportando y no hacen nada Hay que bajar discapacitados mas retirado y en segunda fila httpstcoYKVsNqSjxY,Fidel_dr,Fidel Dominguez,Casa Blanca,es
2023-06-22 13:12:38+00:00,EnriqueAlfaroR Descanse en paz la Doctora sagrario Dios la tenga en su gloria La familia issste la extranara,LuisAle05241186,Luis Alejandro,,es
2023-06-22 13:04:33+00:00,"Pension IMSS e ISSSTE Cuando depositan el pago de julio de 2023
httpstcoyig7lnlhlw httpstco2f0gmrVPbP",Oye_Chiapas,Oye Chiapas,"3ra Sur Pte #848,Tuxtla Gtz ",es
2023-06-22 13:00:00+00:00," Con los sellos  descartamos  la chatarra  Con azucar sodio y grasa sale cara 
Prefiere lo natural
Alimentacion
SaludParaTodos httpstco6NP4kTSlLl",ISSSTE_mx,ISSSTE,,es
2023-06-22 12:59:55+00:00,mariodico50 VelascoM En el TuIMSS pero como esta en gobierno puede que se vaya al ISSSTEmx pero no hay que ser aspiracionistas asi que con amigos que cobren barato en Houston como joseramonlopezbeltran,yoenchristian,Yoen christian,,es
2023-06-22 12:59:19+00:00,PelonGomis Mi madre estuvo hospitalizada el ISSSTE hizo todo lo posible pero ella fallecio no hay tomografo la medicina tarda en llegar al menos mi mama eses descansando pero en urgencias donde estaba internada Hector hay gente en sillas esta rebazado el hospital,Neviossa,Argelia Garcia S,,es
2023-06-22 12:58:09+00:00,"CEOMarcosOrtiz Que bueno que nos informe de como le van a resolver el problema
Lo bueno es que aun no se desmantela totalmente el ISSSTE y pasa a formar parte del IMSS Bienestar",Alebrij22234719,Alebrije,,es
2023-06-22 12:55:31+00:00,"HOLA
Yo voy Trabajando en Issste Mucho y Mi Cubrebocas Mucho Dios Mio y Cuidate Mucho CDMX ",Berenic97237153,Berenice Pena CMLL ,"Mexico,D.F. ",es
2023-06-22 12:38:43+00:00,aracelibs No hay medicamentos caducos todos se era distribuyendo en los hospitales publicos IMSS ISSSTE SS solo te pongo este ejem pero hay mas es para el cancer es para mi primo y cmes se lo dan en cancerologia hospital publico y no es caduco como la OposicionMiserableyRidicula httpstco0jGZZXa6K1,elmonsibais,Monsibais ,"America, Miguel Hidalgo",es
2023-06-22 12:27:46+00:00,GNocturnaMX ISSSTEmx Malo pero seria apropiado dar los nombres del resto de las personas que perdieron la vida tambien son importantes independientemente de su actividad,Alberto95773520,Alberto Duran,,es
2023-06-22 12:26:04+00:00,czarJefe GNocturnaMX TraficoZMG ISSSTEmx Buenos dias me podrian apoyar si ya se restablecio la circulacion en el punto mencionado o sigue cerrado,AzulZuleima,Azul Zuleima Campos,,es
2023-06-22 12:18:25+00:00,raymundorussel1 delfinagomeza drpedrozenteno ISSSTEmx Deberia ir dejando su frustracion a un lado  no todo interlocutor es de derecha y si dice o aparenta ser una persona letrada escriba de forma correcta no permita que su fanatismo politico lo haga sacar lo vulgar y corriente no es necesario insultar para comunicar deje su show,BlackFoalMx,(A)(N)(G)(E)(L),"Distrito Federal, Mexico",es
2023-06-22 12:07:32+00:00,raespi abrahamvanaya EddEddiiy lopezobrador entonces que lastima por que  que yo  recuerde las politicas neoliberales llevaron al desabasto en el IMSS o el ISSSTE  porque la mayor parte del presupuesto en estas instituciones es para la plantilla laboral y los grandes sueldos son para los administradores,RosaLpezLugo,Rosa Lopez Lugo,,es
2023-06-22 11:43:17+00:00,raymundorussel1 delfinagomeza drpedrozenteno ISSSTEmx Usted deberia vivir en Cuba o Venezuela si ese modelo de gobierno es de su agrado alla que lo tengan con la pata en el pescuezo y aprenda a dirigirse a las personas con respeto antes de querer educar no porque escriba en diminutivo el nombre es menos que usted,BlackFoalMx,(A)(N)(G)(E)(L),"Distrito Federal, Mexico",es
2023-06-22 11:26:33+00:00,PelonGomis Claro como el se atiende en clinicas privadas pues por eso Me gustaria verlo formado desde las 5am en una clinica del imss o del issste para que lo atiendan Y le den una cita para dentro de 3 meses porque no hay fecha disponible,ematapen,enrique mata,"Madrid, Comunidad de Madrid",es
2023-06-22 09:11:51+00:00,Inche servicio medico de Dinamarca en el issste el hospital Lopez Mateos un medico con mas de 40 anos de servir en ese hospital y en otros del sectorsalud no puede conseguir una camilla AztecaNoticias VILLALVAZO13 y seguimos pensando que vamos bien,Arcanus_,Arcanus_,Mexico,es
2023-06-22 08:54:12+00:00,delfinagomeza drpedrozenteno ISSSTEmx Lo peor que pueden hacer es dejar mandos de confianza que tengan que ver con el regimen priista de hecho ya contrataron en varias dependencias buffets contables para limpiar sus registros urgente  ,dac73479996,"""TIGRITO""",,es
2023-06-22 08:50:45+00:00,issste oyle kacirirsin cocugu amk olan grubundan cikaran sen degil miydin woongki su ana kadar iyi tekmeyi basmamis sana sonunda basardik,beargwook,simal,she/her,tr
2023-06-22 07:46:48+00:00,"Sandra57192604 GobCDMX Y que tiene que ver la CDMX con el ISSSTE
Bots extranjeros",XairoAntiprogre,Serge ,,es
2023-06-22 07:11:00+00:00,GNocturnaMX TraficoZMG ISSSTEmx Hasta que hora se reabre la circulaciontenemos desde las 7 de la noche atorados aqui,czar_Jefe,Cesar preciado,guadalajara jal.,es
2023-06-22 07:05:43+00:00,ISSSTEmx Que en paz Descanse Gracias por hacer del ser humano un gran ser  Una Peticion haganselo Saber a zoe ROBLEDO ABURTO QUE NO PAGA NI UN FUNERAL DECENTE VAYA NI AYUDA PARA FLORES MENOS INCAPACIDADES O UNA PENSION DIGNA NI AL ASEGURADO NI DEUDOS O BENEFICIARIOS HIJOS MENOS,CarlosAlbe21793,Carlos Albert Martinez,,es
2023-06-22 07:01:06+00:00,delfinagomeza drpedrozenteno ISSSTEmx En la madre ya esta viendo esta ratas y su secuas cuantos millones se van a chingar del presupuesto pobre Edo Mex lo que les espera con esta porqueria de gentuza por cierto y tu cedula profecional Delfina a no existe verdad no te titulaste otra mancha mas al Tigre,MeronoEnrique,Enrique Meogo,,es
2023-06-22 06:42:27+00:00,juliorios ISSSTEmx Ojala los lleven a atender al mismo ISSSTEmx,angel_franksn,Angel FSN ,"Guadalajara, Jalisco",es
2023-06-22 06:40:22+00:00,JTrianaT RamcerFDO Muchos recibian prospera Procampo credito a la palabra  ahora se lo llevan todo los pensionados del imss y del ISSSTE su pension y la del bienestar o sea doble,JOAQ1667,Pezperez,"Cuautitlan Izcalli, Mexico",es
2023-06-22 06:31:17+00:00,El marrano asqueroso acosador ya dijo que todo esta bien el esta en su climita sentado en palacio jodidos ustedes que tienen que trabajar bajo el sol o ir a escuelas sin luz o ventiladores ya ni se diga clima y pobres jodidos los que se atienden en el imss issste sin clima y 45,GOLDENJETSIR,CR9,,es
2023-06-22 06:22:13+00:00,XochitlGalvez Te invito a que des la batalla por los ciudadanos el ISSSTEmx no quiere pagarnos una sentencia desde 2003 Apoyas a los ciudadanos de a pie AristeguiOnline  RicardoAlemanMx RicardoBSalinas lopezdoriga brozoxmiswebs AztecaNoticias azucenau ForoTV,OmarGarciaDgo,Omar Garcia Santana,"Durango, Mexico",es
2023-06-22 06:18:21+00:00,PelonGomis Te mando un reto muestra tu targeton del TuIMSS o ISSSTEmx  has una consulta pasas a la farmacia y grabas la experiencia seria una forma clara de undir a SSaludmx zoerobledo y lopezobrador  no seas sonso tienes formas de exibirlos Twitter no es jusgado,ReneOlivaresRo1,Olivares Rene,jalisco y michoacan,es
2023-06-22 06:17:38+00:00,LillyTellez Tenemos una empresa victima del ISSSTEmx Tambien puedes ser nuestra defensa Tenemos ejecucion de Sentencia de una demanda que ganamos desde el 2003 y se niegan a pagarnos necesitamos una voz con poder que nos apoye Le entras ImagenTVMex ChumelTorres PelonGomis SCJN,OmarGarciaDgo,Omar Garcia Santana,"Durango, Mexico",es
2023-06-22 06:12:24+00:00,MaffiaDelPoder mvarelaus Le dijeron a Luisa Maria que al ISSSTE y les respondio no a mi me dijo el presi que a Gobernacion y le dijeron noooooo que alisssste las nylons porque ahi viene el presi,pabloibanezr,Pablo Ibanez Oficial,,es
2023-06-22 06:11:09+00:00,Tras el aparatoso accidente suscitado en la autopista Lagos de MorenoGuadalajara se confirmo el fallecimiento de Luz Sagrario Sanchez funcionaria administrativa del ISSSTEmx en Jalisco regresaba de Lagos de Moreno tras una visita de supervision GuardiaNocturna httpstco9LZM6RYgWv,GNocturnaMX,Guardia Nocturna,"Guadalajara, Mexico",es
2023-06-22 06:10:50+00:00,"889Noticias Yupi Yupi Arriba abajo arriba abajo arriba la puteria neta no chinguen
Distribuyan mejor al TuIMSS ISSSTEmx SSaludmx",lic_abrahamcusa,Abraham Cuevas,"Morelos, Mexico",es
2023-06-22 06:08:21+00:00,delfinagomeza drpedrozenteno ISSSTEmx Ya sabemos que un tu gobierno no habra medicinas pero si muchos fallecidos,Riemannverse,Elefagente secreto,,es
2023-06-22 06:05:01+00:00,ArturoErdely Se debe hacer la presa La Parota para poder dotar de agua y electricidad suficiente a Acapulco y alrededores Ya hay un grave problema de escasez de agua en el puerto Pretenden construir un hospital regional del ISSSTE primero garanticen agua y electricidad,acarobato,Amelia Batani Oms,"Acapulco, Mexico",es
2023-06-22 06:01:26+00:00,rojasdiazduran Que esa disposicion entonces sirva para apoyarnos tenemos ejecucion de sentencia vs ISSSTEmx y se niegan a pagarnos meten recursos dilatorios claramente ilegales actuan igual que los otros Contamos con tu apoyo YaPagaISSSTE drpedrozenteno lopezobrador azucenau,OmarGarciaDgo,Omar Garcia Santana,"Durango, Mexico",es
2023-06-22 05:59:07+00:00,"889Noticias Que polemico apoyo  deberia ser si estan enfermos y no tienen IMSS ISSSTE que tambien esta eso jodido o sufren discapacidad ademas aceptar apoyo es aceptar que tienen una enfermedad 
Y se supone NO SON ENFERMOS
Terrible manejo de recursos piteros por votos",LibertasDHpro,Clau.Webster 'Ego enim libertas',,es
2023-06-22 05:56:13+00:00,Mi abu queria vivir merecia vivir el issste la dejo morir la cndh no hiz httpstcooQfwbjEeib via YouTube,LAFAYETTERICO,Lafayette RICo,EL MUNDO,es
2023-06-22 05:52:55+00:00,JusticiaParaLadyPoly el ISSSTE no la atendio adecuadamente httpstcoPlT4F8rqHf via YouTube,LAFAYETTERICO,Lafayette RICo,EL MUNDO,es
2023-06-22 05:49:45+00:00,Queria vivir merecia vivir la dejaron morir El ISSSTE la mato Justi httpstcoyc2An2hOlp via YouTube,LAFAYETTERICO,Lafayette RICo,EL MUNDO,es
2023-06-22 05:49:07+00:00,"AlfonsoBarri hectorsanti408 AliciaAlarcon Osadia

Nunca dude solo dije que si tiene los datos se debe documentar y exigir justicia

No seas ignorante ni un imbecil para comentar

Y la cambie del san angel inn al issste porque no habia nada por hacer",mazzi_perez,Mazzi Perez,,es
2023-06-22 05:47:04+00:00,GobiernoMX TuIMSS zoerobledo IMSSBIENESTAR Entonces van a estar mejor atendidos que en el IMSS o ISSSTE,somarriba257,Som,DF/Qro.,es
2023-06-22 05:46:30+00:00,"mazziperez hectorsanti408 AliciaAlarcon Jaja y aun asi tienes la osadia de dudar de la muerte otros y pues si fallecieron entonces un mal tratamiento Pero bueno podemos criticar y decir que a otros nomas critican solo porque yo creo otra cosa jaja 

Y raro que si estaba en el ISSSTE lo cambiaste a San Angel inn",AlfonsoBarri,Alfonso Barri,,es
2023-06-22 05:43:28+00:00,"AlfonsoBarri hectorsanti408 AliciaAlarcon Mis dos abuelos fallecieron hace un ano ambos por cancer

1 Se atendio en el IMSS Mario Alejandro Perez Celis
2 Se atendio en el ISSSTE y en el San Angel Inn Esther Flores Juarez

Nunca les falto medicamento y los atendieron buen lamentablemente era terminal",mazzi_perez,Mazzi Perez,,es
2023-06-22 05:33:59+00:00,rodrigomelchor3 ISSSTEmx Manana habra una rueda de prensa para informar su estado de salud httpstco8yPzXV5Bdc,julio_rios,Julio Rios,"Guadalajara, Jalisco",es
2023-06-22 05:30:49+00:00,NUEVOS AUMENTOS IMSS ISSSTE PENSIONADOS FELICIDADES CUANTO Y CUANDO EN httpstcoj17VtuZCrh a traves de YouTube,alfon611117,ALFONSO VILLANUEVA C,"Teotihuacan, Mexico",es
2023-06-22 05:30:00+00:00,"El Gobernador de Jalisco confirmo a traves de redes que una de las cinco personas fallecidas es Luz Sagrario Gonzalez quien fue regidora unos meses en el ayuntamiento de Guadalajara y actualmente trabajaba en el ISSSTE y en Secretaria de Salud Jalisco
httpstcoLHj5DWpt1S",SinEmbargoMX,SinEmbargo,Mexico,es
2023-06-22 05:23:37+00:00,EloyArellano ISSSTEmx Qepd,UriPalmaBernal,oscar uriel palma,,es
2023-06-22 05:18:53+00:00,CiroEnImagen 5 muertos 14 heridos y 16 autos afectados fue el saldo de una carambola en la autopista ZapotlanejoLagos de Moreno en Jalisco El gobernador Enrique Alfaro confirmo que entre los muertos esta Luz Sagrario quien trabajaba en ISSSTE y Secretaria de Salud estatal httpstcoBGBgugBxG0,ImagenTVMex,Imagen Television,,es
2023-06-22 05:16:08+00:00,CiroEnImagen 5 muertos 14 heridos y 16 autos afectados fue el saldo de una carambola en la autopista ZapotlanejoLagos de Moreno en Jalisco El gobernador Enrique Alfaro confirmo que entre los muertos esta Luz Sagrario quien trabajaba en ISSSTE y Secretaria de Salud estatal httpstcoTCTk5GYuB8,ImagenNoticias_,Imagen Noticias,,es
2023-06-22 05:13:54+00:00,juliorios ISSSTEmx Como se encuentra la directora,rodrigomelchor3,rodrigo melchor,,es
2023-06-22 05:09:49+00:00,"Mi madre y su red muchos boomers d 70 q ahorraron pero ya no tienen seguro priv se han vuelto expertos con su salud yendo a S Digna dispensarios y etc por q el IMSSISSSTE no los quiere atender x su edad Toma dias lo q sea en vez de 612 meses pero pagando 

Cambiara 2050",andres_cubo,Andres Marmota.,Mexico,es
2023-06-22 05:08:27+00:00,5 muertos 14 heridos y 16 autos afectados fue el saldo de una carambola en la autopista ZapotlanejoLagos de Moreno Jalisco El gobernador Enrique Alfaro confirmo que entre los muertos esta Luz Sagrario quien trabajaba en el ISSSTE y la Secretaria de Salud estatal httpstcowItI8owCdV,CiroGomezL,Ciro Gomez Leyva,,es
2023-06-22 05:05:35+00:00,"cabrowns Ahora checa como va a estar la piramide poblacional en 2050 y rapidamente comprenderas porque un pais de bajos ingresos como Mexico no va a poder aguantar ese golpe 

Ya incluso en Puebla el ano que viene se va a agotar el fondo de pensiones del Issste por ejemplo",dieguito_ramve,dieguito ,"puebla, mexico",es
2023-06-22 05:00:00+00:00,Asigna Issste 40 mil creditos en septimo sorteo de prestamos personales httpstcoMQouZ33DvL,VivoNoticiasOf,Vivo Noticias,Mexico,es
2023-06-22 04:58:36+00:00,El director general del Issste Pedro Zenteno Santaella lamento el sensible fallecimiento de Luz Sagrario Gonzalez Sanchez coordinadora de Planeacion del Hospital Regional Dr Valentin Gomez Farias en Guadalajara Jalisco httpstco9MwdSb21Nw,MVSNoticias,MVS Noticias,"UT: 19.466002,-99.168275",es
2023-06-22 04:46:00+00:00,Nezahualcollotl EVillegasV gobdgo CongresoDurango Acrewdgo 777300lr ChapatinDgo Gutierritosdgo1 JhonWic64014240 elquetodolove RichiestMx ALERTADURANGO2 AndresDGO1 contralor2018 gobdgo si el ISSSTE no les la opcion de incorporat a los trabajadores y sus beneficiarios se podria lograr mediante Convenio con el IMSS No es posible que la universalidad de la seguridad social no alcance al Municipio de donde es originario el Gobernador,EpifanioHerre11,Epifanio Herrera,,es
2023-06-22 04:45:03+00:00,VillelaSupply pocopelo23 lopezobrador unam ipn imss issste conacyt industria militar infonavit afore estancias infantiles escuelas d tiempo completo conade carreteras puentes presas hidroelectricas planta nuclear las universidades autonomas d cada estado d vrdd crees q el prianismo no hizo nadanomms,Torodeguerra1,Toro de guerra,,es
2023-06-22 04:43:11+00:00,clart8810 AlbertoRiveraPz ISSSTEmx Si atienden presentandose directamente en la subdelegacion que te corresponde eso si preparate para que te asignen la cita 2 meses despues,Moonchildbm,Fulanito de Tal,En algun lugar del tiempo!,es
2023-06-22 04:38:22+00:00,SergioTorresSIN Que mal que a este senor solo le preocupe quien sera su sucesor mientras en el pais seguimos viviendo inseguridad desabastecimiento de medicina en el IMSS e ISSSTE falta de apoyo a la ciencia y tecnologia al campo a la ganaderia a la pesca etcetera,nancyroblest,Nancy Roblest,,es
2023-06-22 04:36:56+00:00,Rosbif666 Una vez me tocome da coraje cada q lo recuerdo una sra En el issste me dijo yo estaba ahi refiriendose a un asiento y me dice esque estoy haciendo fila pero ahi voy yo y la vdd no supe reaccionar y me levante y se puso a platicar ya sentada y se levanta de nuevo y va a la,Kat__heryn,Katheryn. z Jons,"Hermosillo, Sonora",es
2023-06-22 04:35:44+00:00,Valsfull ,MelOL08403875,La castrosa del Issste,,qme
2023-06-22 04:30:48+00:00," COMUNICADO
Inaugura ISSSTEmx Copa Nacional 
de Futbol 7 en Aguascalientes 
httpstcoA59hICeUV3 httpstcon6tTpOIbtP",IsssteZona_Pte,Issste Zona Poniente,Jose Vasconcelos 221,es
2023-06-22 04:29:56+00:00,"LupitaJuarezH Bananera  abrazos no balazos
No neurocirujano  galenos cubanos

Las citas ontologica en el ISSSTE estan a anos luz debido a la falta d medicos especialistas x falta d contrataciones
X mencionar un ejemplo

MeDuelesMexico",wamlucerna,WAM,,es
2023-06-22 04:25:48+00:00,"NachoRgz adanaugusto Brin austero tu gallo no
Con ese dinero se abasteceria de medicamentos al menos una minima parte de los hospitales del TuIMSS o ISSSTEmx 
Esta shingona la austeridad de este gobierno 
Lo puedes desmentir
O solo te quejas que lastimen a tu chile",AlatorreJerry,Alatorre,,es
2023-06-22 04:15:09+00:00,contactoverona DemianBichir Claudiashein Comidisimo el ca no anda en el metro no vive la inseguridad no consulta en el IMSS ISSSTE ni pensar en los centros de salud  No sufre cobrar quincena y ver que no completa No vive en cualquier barrio de Mexico Por eso opina a lo pendejo,LomuYaya,Yaya LoMu,,es
2023-06-22 04:15:01+00:00,"Luz Sagrario Gonzalez funcionaria del area de Administracion del ISSSTE en Jalisco fallecio en el accidente de la carretera ZapotitlanLagos de Moreno

httpstco7YHxpCE57G",El_Universal_Mx,El Universal,Centro de la Ciudad de Mexico,es
2023-06-22 04:10:06+00:00,NARIZROJAAC lopezobrador En que momento veremos a los funcionarios publicos comenzando por el Presidente LopezObrador  haciendo fila en TuIMSS  o en el ISSSTEmx para que conozcan de cerca el sistema de salud estilo Dinamarca  GobiernoMX  PartidoMorenaMx,marilu_atisha,MaRiLu AtiSha, Mexico,es
2023-06-22 04:00:51+00:00,"Director general del Issste responde peticiones de la Seccion 22 del SNTE de Oaxaca
Oaxaca Oax 16 de junio de 2023
PedroZentenoSa1
ISSSTEmx
IsssteHidalgo
httpstcoIwr5RZdpjW httpstcoHU3k4qHkHv",RexaBruno,REPORTE HIDALGO Bruno Rexa Ortega,"Mineral de la Reforma, Hidalgo",es
2023-06-22 03:55:52+00:00,juliorios ISSSTEmx La empresa duena del trailer  esas por querer ahorrarse dinero y tener mas ganancias nunca dan mantenimiento a sus unidades,elfifthelement,LaquintaJ,,es
2023-06-22 03:52:12+00:00,juliorios ISSSTEmx QEPD todos los que partieron de tal forma,MMillerR2,MMillerR,,es
2023-06-22 03:52:02+00:00,"Intercambiara Issste servicios con IMSS en Oaxaca
Guelatao Oaxaca 16 de junio de 2023
ISSSTEmx
PedroZentenoSa1
IsssteHidalgo
httpstcoFF1ILmdUUI httpstco6oAlDtJxz4",RexaBruno,REPORTE HIDALGO Bruno Rexa Ortega,"Mineral de la Reforma, Hidalgo",es
2023-06-22 03:50:54+00:00,Moonchildbm AlbertoRiveraPz ISSSTEmx Sera que si atiendan yendo,clart8810,teralc,villahermosa tabasco,es
2023-06-22 03:49:41+00:00,bolsitadebichat Pues con la definicion institucional jajajaja imss e issste jajajajaja 14 anos,xnagd,NatanaelStark,"Huixquilucan, Mexico",es
2023-06-22 03:48:31+00:00,ISSSTEmx No se puede sacar cita necesitamos fechas,clart8810,teralc,villahermosa tabasco,es
2023-06-22 03:47:48+00:00,juliorios ISSSTEmx redviacorta juliorios para mi es una ruta frecuente Y frecuentes son los accidentes y las quejas No solamente mias Yo puesto para hacer un analisis de lo que pasa en ese tramo,guzmedgar,Edgar Sociologo,,es
2023-06-22 03:45:47+00:00,SFPmx Y sobre todo verificar duplicidad de plaza dentro de una misma institucion y de funcionarios que cobran sin trabajar en su adscripcioncasos en el ISSSTE en Chiapas,faustino_vz,faus,chiapas mexico,es
2023-06-22 03:43:15+00:00,juliorios ISSSTEmx Mira que raro en un accidente una ex regidora y en otro otra funcionaria,TSG_VGC_Hub,VGCHub,Guadalajara ,es
2023-06-22 03:36:51+00:00,juliorios ISSSTEmx Lamentable ,DiannDerecho,DiannDerecho,Mexico,es
2023-06-22 03:32:40+00:00,El ISSSTEmx lamento el fallecimiento de la coordinadora de Planeacion del Hospital Regional Dr Valentin Gomez Farias en Jalisco httpstcowOKuQfSqXE,diario24horas,@diario24horas,Mexico,es
2023-06-22 03:30:47+00:00,V1cl Tiene que ya se cumplio casi todo menos lo que me pidieron del ISSSTE pero en si ya nada depende de mi todo esta en las manos de los demas,libertuscisco,Gallardovsky,En una region del espacio R^n,es
2023-06-22 03:26:46+00:00,nandostark ISSSTEmx Ya llevo asi 2 meses ,Molly_SFS, Molly_SF ,,es
2023-06-22 03:26:37+00:00,"La Secretaria de Turismo de Guerrero participo en el banderazo de arranque del programa CONVIVE en el zocalo de Taxco de Alarcon

En dicho evento estuvieron presentes pensionados y jubilados del ISSSTE quienes anualmente visitan Taxco como un destino obligado en su recorrido httpstcobAGzGstYnc",Sectur_Guerrero,Sectur Guerrero,,es
2023-06-22 03:26:25+00:00,delfinagomeza benitoespadas drpedrozenteno ISSSTEmx Maestra la seguridad es tema primordial Mano firme juicios expeditos ataque a la corrupcion,antoniosilvia,Chivis,Mexico,es
2023-06-22 03:26:17+00:00,"La FamiliaIssste lamenta el sensible fallecimiento de la Dra Luz Sagrario Gonzalez Sanchez Coordinadora de Planeacion del Hospital Regional Dr Valentin Gomez Farias 
DescanseEnPaz httpstcoD3sXHdUHcM",ISSSTE_mx,ISSSTE,,es
2023-06-22 03:21:43+00:00,"La FamiliaIssste lamenta el sensible fallecimiento de la Dr Luz Sagrario Gonzalez Sanchez Coordinadora de Planeacion del Hospital Regional Dr Valentin Gomez Farias
DescanseEnPaz httpstcoX64NgHat15",IsssteZona_Nte,Issste Zona Norte,Av. Paseo de la Reforma No.122,es
2023-06-22 03:20:46+00:00,"TARJETAINFORMATIVA
El director del Issste lamenta el sensible fallecimiento de la coordinadora de Planeacion del Hospital Regional Dr Valentin Gomez Farias 
httpstcohBR8UJajpu httpstcoloE8QDsypT",IsssteNuevoLeon,Issste Nuevo Leon,,es
2023-06-22 03:15:37+00:00,delfinagomeza drpedrozenteno ISSSTEmx Viejita ratera corrupta,rosariomat1477,rosario mata,,es
2023-06-22 03:13:28+00:00," COMUNICADO
Inaugura ISSSTEmx Copa Nacional 
de Futbol 7 en Aguascalientes 
httpstcodK5lh6ohxw httpstcosgPcsP2VAj",IsssteNuevoLeon,Issste Nuevo Leon,,es
2023-06-22 03:11:17+00:00,Tiradera al issste,saintkurono,Lil Marilyn Manson,,pt
